time,pm2_5,pm10,carbon_dioxide,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,date
2025-01-31 07:00:00+00:00,39.3,55.5,450.0,307.0,18.5,36.4,157.0,2025-01-31
2025-02-01 07:00:00+00:00,37.8,63.3,458.0,430.0,12.4,28.3,158.0,2025-02-01
2025-02-02 07:00:00+00:00,51.8,60.3,463.0,444.0,25.4,51.4,159.0,2025-02-02
2025-02-03 07:00:00+00:00,48.0,61.0,451.0,331.0,10.9,33.6,167.0,2025-02-03
2025-02-04 07:00:00+00:00,44.8,56.7,445.0,278.0,8.2,23.4,162.0,2025-02-04
2025-02-05 07:00:00+00:00,34.6,40.9,454.0,402.0,10.6,27.1,178.0,2025-02-05
2025-02-06 07:00:00+00:00,42.1,44.0,470.0,516.0,19.4,27.2,192.0,2025-02-06
2025-02-07 07:00:00+00:00,87.5,88.2,490.0,759.0,39.0,38.8,225.0,2025-02-07
2025-02-08 07:00:00+00:00,106.6,107.6,510.0,1248.0,36.9,58.1,252.0,2025-02-08
2025-02-09 07:00:00+00:00,81.7,82.4,475.0,630.0,24.0,36.8,229.0,2025-02-09
2025-02-10 07:00:00+00:00,67.5,68.5,469.0,636.0,20.9,38.3,231.0,2025-02-10
2025-02-11 07:00:00+00:00,62.6,63.6,471.0,574.0,18.1,40.0,234.0,2025-02-11
2025-02-12 07:00:00+00:00,40.2,40.6,468.0,509.0,15.1,30.8,195.0,2025-02-12
2025-02-13 07:00:00+00:00,41.9,53.3,464.0,529.0,17.5,21.2,202.0,2025-02-13
2025-02-14 07:00:00+00:00,44.1,50.6,470.0,598.0,21.8,22.3,218.0,2025-02-14
2025-02-15 07:00:00+00:00,49.0,55.4,476.0,733.0,20.6,27.0,235.0,2025-02-15
2025-02-16 07:00:00+00:00,53.4,64.0,471.0,601.0,25.7,28.9,219.0,2025-02-16
2025-02-17 07:00:00+00:00,44.0,61.9,461.0,349.0,18.5,25.8,211.0,2025-02-17
2025-02-18 07:00:00+00:00,53.6,65.2,463.0,524.0,20.3,33.3,231.0,2025-02-18
2025-02-19 07:00:00+00:00,45.2,59.4,460.0,419.0,15.0,31.2,201.0,2025-02-19
2025-02-20 07:00:00+00:00,46.6,61.5,466.0,550.0,17.7,28.0,217.0,2025-02-20
2025-02-21 07:00:00+00:00,39.8,61.2,458.0,430.0,18.3,23.1,201.0,2025-02-21
2025-02-22 07:00:00+00:00,56.8,73.6,474.0,726.0,27.1,24.3,219.0,2025-02-22
2025-02-23 07:00:00+00:00,51.9,63.1,475.0,694.0,25.3,26.1,241.0,2025-02-23
2025-02-24 07:00:00+00:00,51.6,66.1,468.0,689.0,22.0,24.3,250.0,2025-02-24
2025-02-25 07:00:00+00:00,56.3,89.6,475.0,761.0,21.5,24.1,236.0,2025-02-25
2025-02-26 07:00:00+00:00,69.2,87.5,483.0,909.0,19.1,32.3,257.0,2025-02-26
2025-02-27 07:00:00+00:00,87.3,96.6,497.0,1029.0,20.8,34.9,291.0,2025-02-27
2025-02-28 07:00:00+00:00,89.9,99.4,474.0,581.0,21.0,55.6,290.0,2025-02-28
2025-03-01 07:00:00+00:00,44.2,60.8,458.0,301.0,17.0,31.3,189.0,2025-03-01
2025-03-02 07:00:00+00:00,48.3,62.9,460.0,333.0,18.7,39.9,192.0,2025-03-02
2025-03-03 07:00:00+00:00,49.8,82.0,463.0,409.0,15.9,27.0,201.0,2025-03-03
2025-03-04 07:00:00+00:00,38.9,56.3,457.0,289.0,18.3,29.4,170.0,2025-03-04
2025-03-05 07:00:00+00:00,43.2,65.7,463.0,385.0,12.1,20.3,214.0,2025-03-05
2025-03-06 07:00:00+00:00,41.7,44.4,468.0,647.0,17.8,26.3,239.0,2025-03-06
2025-03-07 07:00:00+00:00,38.0,38.6,465.0,547.0,14.6,21.2,266.0,2025-03-07
2025-03-08 07:00:00+00:00,64.0,70.3,480.0,767.0,20.8,39.4,281.0,2025-03-08
2025-03-09 07:00:00+00:00,60.1,72.6,462.0,436.0,21.4,38.9,265.0,2025-03-09
2025-03-10 07:00:00+00:00,66.4,70.5,482.0,888.0,17.7,25.9,299.0,2025-03-10
2025-03-11 07:00:00+00:00,81.7,84.8,509.0,1010.0,11.0,25.9,293.0,2025-03-11
2025-03-12 07:00:00+00:00,109.9,113.6,484.0,829.0,27.3,53.7,341.0,2025-03-12
2025-03-13 07:00:00+00:00,80.3,85.7,486.0,749.0,14.8,35.4,238.0,2025-03-13
2025-03-14 07:00:00+00:00,54.7,64.7,446.0,194.0,20.1,43.0,192.0,2025-03-14
2025-03-15 07:00:00+00:00,41.1,50.4,460.0,441.0,19.3,32.8,203.0,2025-03-15
2025-03-16 07:00:00+00:00,32.9,50.6,455.0,289.0,10.5,29.5,173.0,2025-03-16
2025-03-17 07:00:00+00:00,37.4,56.9,458.0,299.0,9.5,30.2,198.0,2025-03-17
2025-03-18 07:00:00+00:00,38.2,63.3,450.0,224.0,8.5,31.3,200.0,2025-03-18
2025-03-19 07:00:00+00:00,39.6,54.6,457.0,326.0,13.0,39.8,200.0,2025-03-19
2025-03-20 07:00:00+00:00,36.6,45.1,461.0,403.0,13.2,29.6,215.0,2025-03-20
2025-03-21 07:00:00+00:00,32.4,70.5,452.0,202.0,6.9,24.5,154.0,2025-03-21
2025-03-22 07:00:00+00:00,35.0,50.3,454.0,325.0,16.6,40.4,184.0,2025-03-22
2025-03-23 07:00:00+00:00,53.1,70.8,464.0,506.0,16.1,51.3,225.0,2025-03-23
2025-03-24 07:00:00+00:00,38.8,56.1,455.0,326.0,13.5,34.0,166.0,2025-03-24
2025-03-25 07:00:00+00:00,31.2,39.7,452.0,228.0,5.8,24.1,182.0,2025-03-25
2025-03-26 07:00:00+00:00,22.9,29.3,446.0,190.0,6.6,24.5,135.0,2025-03-26
2025-03-27 07:00:00+00:00,25.3,33.5,444.0,154.0,4.4,27.8,141.0,2025-03-27
2025-03-28 07:00:00+00:00,40.9,67.3,450.0,241.0,8.4,33.6,189.0,2025-03-28
2025-03-29 07:00:00+00:00,41.8,61.2,461.0,386.0,12.4,26.9,249.0,2025-03-29
2025-03-30 07:00:00+00:00,52.2,59.4,470.0,512.0,15.2,42.0,259.0,2025-03-30
2025-03-31 07:00:00+00:00,49.8,58.1,460.0,359.0,20.9,42.3,229.0,2025-03-31
2025-04-01 07:00:00+00:00,45.2,52.7,455.0,313.0,18.1,37.8,221.0,2025-04-01
2025-04-02 07:00:00+00:00,109.7,120.6,480.0,787.0,10.5,15.8,232.0,2025-04-02
2025-04-03 07:00:00+00:00,35.5,41.9,455.0,274.0,3.2,6.8,140.0,2025-04-03
2025-04-04 07:00:00+00:00,42.5,46.1,454.0,299.0,12.4,38.7,180.0,2025-04-04
2025-04-05 07:00:00+00:00,49.5,58.0,450.0,227.0,15.0,30.2,238.0,2025-04-05
2025-04-06 07:00:00+00:00,36.2,45.6,466.0,394.0,17.7,26.4,169.0,2025-04-06
2025-04-07 07:00:00+00:00,48.4,57.7,470.0,423.0,24.3,35.5,217.0,2025-04-07
2025-04-08 07:00:00+00:00,49.1,61.0,454.0,301.0,21.4,35.8,232.0,2025-04-08
2025-04-09 07:00:00+00:00,31.2,52.0,468.0,405.0,4.5,11.5,147.0,2025-04-09
2025-04-10 07:00:00+00:00,22.9,38.0,449.0,238.0,2.3,5.3,122.0,2025-04-10
2025-04-11 07:00:00+00:00,23.1,44.8,450.0,218.0,2.8,6.3,113.0,2025-04-11
2025-04-12 07:00:00+00:00,20.5,60.5,448.0,184.0,2.0,4.1,106.0,2025-04-12
2025-04-13 07:00:00+00:00,47.7,88.2,449.0,222.0,10.6,47.1,174.0,2025-04-13
2025-04-14 07:00:00+00:00,36.0,59.8,454.0,220.0,8.6,26.3,184.0,2025-04-14
2025-04-15 07:00:00+00:00,29.3,41.6,451.0,205.0,6.4,23.7,170.0,2025-04-15
2025-04-16 07:00:00+00:00,34.6,47.8,448.0,179.0,7.1,31.8,158.0,2025-04-16
2025-04-17 07:00:00+00:00,25.7,44.1,447.0,169.0,3.7,15.1,110.0,2025-04-17
2025-04-18 07:00:00+00:00,25.0,45.8,445.0,170.0,4.3,15.9,107.0,2025-04-18
2025-04-19 07:00:00+00:00,19.6,34.7,446.0,180.0,3.1,7.5,107.0,2025-04-19
2025-04-20 07:00:00+00:00,51.8,136.4,454.0,259.0,10.2,33.4,147.0,2025-04-20
2025-04-21 07:00:00+00:00,45.6,94.1,449.0,209.0,8.9,33.5,163.0,2025-04-21
2025-04-22 07:00:00+00:00,51.8,110.8,451.0,184.0,12.0,34.5,181.0,2025-04-22
2025-04-23 07:00:00+00:00,36.7,78.9,454.0,252.0,5.1,15.0,136.0,2025-04-23
2025-04-24 07:00:00+00:00,28.4,53.4,447.0,178.0,3.5,10.5,130.0,2025-04-24
2025-04-25 07:00:00+00:00,32.5,72.2,446.0,174.0,5.0,19.9,131.0,2025-04-25
2025-04-26 07:00:00+00:00,29.9,56.3,446.0,175.0,4.2,19.9,135.0,2025-04-26
2025-04-27 07:00:00+00:00,37.3,64.7,454.0,289.0,11.4,30.8,129.0,2025-04-27
2025-04-28 07:00:00+00:00,25.1,74.0,447.0,173.0,2.7,6.5,106.0,2025-04-28
2025-04-29 07:00:00+00:00,27.8,80.8,446.0,159.0,2.4,5.4,96.0,2025-04-29
2025-04-30 07:00:00+00:00,21.4,35.5,446.0,162.0,3.1,8.8,105.0,2025-04-30
2025-05-01 07:00:00+00:00,26.6,38.6,447.0,160.0,4.1,20.5,121.0,2025-05-01
2025-05-02 07:00:00+00:00,33.8,50.1,449.0,169.0,6.1,29.2,151.0,2025-05-02
2025-05-03 07:00:00+00:00,22.3,34.3,445.0,149.0,3.3,10.8,114.0,2025-05-03
2025-05-04 07:00:00+00:00,17.9,29.8,447.0,160.0,2.1,7.0,102.0,2025-05-04
2025-05-05 07:00:00+00:00,26.0,45.5,447.0,171.0,3.7,14.9,108.0,2025-05-05
2025-05-06 07:00:00+00:00,17.2,28.2,449.0,169.0,2.2,6.9,100.0,2025-05-06
2025-05-07 07:00:00+00:00,20.4,42.5,450.0,180.0,4.4,8.2,93.0,2025-05-07
2025-05-08 07:00:00+00:00,6.4,10.2,448.0,159.0,2.5,4.3,82.0,2025-05-08
2025-05-09 07:00:00+00:00,6.9,12.5,447.0,151.0,2.1,3.9,87.0,2025-05-09
2025-05-10 07:00:00+00:00,9.0,14.3,452.0,198.0,1.9,4.1,89.0,2025-05-10
2025-05-11 07:00:00+00:00,13.8,24.9,452.0,231.0,3.0,6.0,84.0,2025-05-11
2025-05-12 07:00:00+00:00,10.8,18.7,451.0,194.0,2.2,4.6,85.0,2025-05-12
2025-05-13 07:00:00+00:00,18.7,24.0,449.0,157.0,4.8,21.0,105.0,2025-05-13
2025-05-14 07:00:00+00:00,33.5,48.0,454.0,215.0,7.5,27.6,110.0,2025-05-14
2025-05-15 07:00:00+00:00,30.6,54.6,446.0,148.0,3.3,20.1,119.0,2025-05-15
2025-05-16 07:00:00+00:00,21.0,41.3,446.0,150.0,2.1,5.5,90.0,2025-05-16
2025-05-17 07:00:00+00:00,17.4,35.2,446.0,145.0,2.9,7.4,88.0,2025-05-17
2025-05-18 07:00:00+00:00,19.4,41.1,446.0,161.0,2.5,7.2,92.0,2025-05-18
2025-05-19 07:00:00+00:00,35.2,55.5,446.0,166.0,5.0,32.7,130.0,2025-05-19
2025-05-20 07:00:00+00:00,38.5,65.7,446.0,157.0,6.4,28.1,129.0,2025-05-20
2025-05-21 07:00:00+00:00,47.4,57.3,449.0,197.0,16.8,39.8,174.0,2025-05-21
2025-05-22 07:00:00+00:00,61.7,69.8,460.0,291.0,23.0,49.5,203.0,2025-05-22
2025-05-23 07:00:00+00:00,49.9,52.4,469.0,389.0,9.4,34.2,249.0,2025-05-23
2025-05-24 07:00:00+00:00,41.8,52.7,464.0,327.0,8.3,28.4,200.0,2025-05-24
2025-05-25 07:00:00+00:00,23.5,37.7,454.0,289.0,10.3,20.8,91.0,2025-05-25
2025-05-26 07:00:00+00:00,33.6,64.5,459.0,332.0,10.5,10.5,68.0,2025-05-26
2025-05-27 07:00:00+00:00,42.3,85.9,458.0,448.0,6.3,17.9,81.0,2025-05-27
2025-05-28 07:00:00+00:00,27.5,57.3,446.0,152.0,4.3,10.6,77.0,2025-05-28
2025-05-29 07:00:00+00:00,37.5,70.5,443.0,125.0,5.3,18.9,92.0,2025-05-29
2025-05-30 07:00:00+00:00,27.6,78.9,443.0,130.0,2.3,5.3,76.0,2025-05-30
2025-05-31 07:00:00+00:00,18.3,44.8,440.0,110.0,1.9,4.4,63.0,2025-05-31
2025-06-01 07:00:00+00:00,12.6,28.6,441.0,127.0,2.1,3.7,66.0,2025-06-01
2025-06-02 07:00:00+00:00,20.8,56.5,441.0,115.0,1.9,4.1,70.0,2025-06-02
2025-06-03 07:00:00+00:00,18.5,50.3,441.0,147.0,2.0,3.8,70.0,2025-06-03
2025-06-04 07:00:00+00:00,14.1,34.7,442.0,156.0,2.2,4.3,85.0,2025-06-04
2025-06-05 07:00:00+00:00,46.1,120.1,449.0,203.0,6.1,22.5,101.0,2025-06-05
2025-06-06 07:00:00+00:00,34.5,80.3,444.0,169.0,3.7,17.2,106.0,2025-06-06
2025-06-07 07:00:00+00:00,20.0,40.2,443.0,130.0,4.6,10.8,89.0,2025-06-07
2025-06-08 07:00:00+00:00,27.2,70.8,444.0,118.0,2.7,12.6,96.0,2025-06-08
2025-06-09 07:00:00+00:00,24.6,66.8,442.0,108.0,2.3,11.6,82.0,2025-06-09
2025-06-10 07:00:00+00:00,20.3,46.0,441.0,112.0,2.9,14.9,78.0,2025-06-10
2025-06-11 07:00:00+00:00,19.7,33.8,441.0,125.0,2.9,14.8,89.0,2025-06-11
2025-06-12 07:00:00+00:00,18.6,28.9,441.0,126.0,4.9,12.4,87.0,2025-06-12
2025-06-13 07:00:00+00:00,26.1,56.0,442.0,122.0,5.2,16.0,98.0,2025-06-13
2025-06-14 07:00:00+00:00,39.3,74.5,444.0,172.0,7.1,27.2,144.0,2025-06-14
2025-06-15 07:00:00+00:00,31.3,47.4,445.0,182.0,17.4,44.2,110.0,2025-06-15
2025-06-16 07:00:00+00:00,16.6,41.9,442.0,131.0,5.9,6.2,68.0,2025-06-16
2025-06-17 07:00:00+00:00,15.2,34.0,439.0,119.0,2.1,3.8,65.0,2025-06-17
2025-06-18 07:00:00+00:00,13.5,27.0,441.0,128.0,2.5,3.7,64.0,2025-06-18
2025-06-19 07:00:00+00:00,16.2,30.5,441.0,127.0,4.6,5.0,70.0,2025-06-19
2025-06-20 07:00:00+00:00,14.2,31.4,439.0,122.0,2.5,4.3,64.0,2025-06-20
2025-06-21 07:00:00+00:00,14.1,27.8,439.0,111.0,2.3,4.4,59.0,2025-06-21
2025-06-22 07:00:00+00:00,16.8,35.5,439.0,110.0,2.0,4.1,61.0,2025-06-22
2025-06-23 07:00:00+00:00,19.1,41.4,440.0,114.0,3.0,4.7,66.0,2025-06-23
2025-06-24 07:00:00+00:00,17.6,39.1,440.0,125.0,5.0,6.1,48.0,2025-06-24
2025-06-25 07:00:00+00:00,16.6,36.4,439.0,125.0,2.8,5.0,57.0,2025-06-25
2025-06-26 07:00:00+00:00,16.4,43.8,440.0,129.0,3.4,5.2,57.0,2025-06-26
2025-06-27 07:00:00+00:00,14.4,32.5,440.0,115.0,2.7,3.8,61.0,2025-06-27
2025-06-28 07:00:00+00:00,15.0,36.1,439.0,117.0,2.3,3.9,60.0,2025-06-28
2025-06-29 07:00:00+00:00,19.2,51.8,440.0,121.0,2.7,4.7,65.0,2025-06-29
2025-06-30 07:00:00+00:00,14.7,29.5,440.0,114.0,3.0,4.8,59.0,2025-06-30
2025-07-01 07:00:00+00:00,16.3,39.6,439.0,114.0,4.2,6.1,56.0,2025-07-01
2025-07-02 07:00:00+00:00,18.2,42.7,440.0,117.0,3.5,4.6,56.0,2025-07-02
2025-07-03 07:00:00+00:00,15.6,33.9,440.0,116.0,3.4,4.8,52.0,2025-07-03
2025-07-04 07:00:00+00:00,14.5,31.2,439.0,109.0,2.4,4.0,59.0,2025-07-04
2025-07-05 07:00:00+00:00,13.7,30.3,441.0,119.0,2.9,3.8,63.0,2025-07-05
2025-07-06 07:00:00+00:00,15.1,30.2,439.0,114.0,2.3,4.1,63.0,2025-07-06
2025-07-07 07:00:00+00:00,19.2,38.8,439.0,110.0,2.7,5.1,64.0,2025-07-07
2025-07-08 07:00:00+00:00,21.2,53.3,439.0,113.0,3.5,5.3,56.0,2025-07-08
2025-07-09 07:00:00+00:00,25.7,71.0,439.0,126.0,2.9,6.0,62.0,2025-07-09
2025-07-10 07:00:00+00:00,22.0,49.8,439.0,114.0,3.1,7.1,54.0,2025-07-10
2025-07-11 07:00:00+00:00,24.8,61.5,441.0,165.0,4.9,9.5,58.0,2025-07-11
2025-07-12 07:00:00+00:00,19.7,44.5,440.0,121.0,3.1,7.2,63.0,2025-07-12
2025-07-13 07:00:00+00:00,16.4,37.5,440.0,128.0,3.7,6.4,59.0,2025-07-13
2025-07-14 07:00:00+00:00,12.4,27.3,440.0,116.0,3.0,5.0,60.0,2025-07-14
2025-07-15 07:00:00+00:00,18.3,39.0,440.0,121.0,3.6,8.9,68.0,2025-07-15
2025-07-16 07:00:00+00:00,20.7,47.7,439.0,116.0,3.0,7.9,61.0,2025-07-16
2025-07-17 07:00:00+00:00,25.7,62.2,440.0,128.0,4.4,12.2,68.0,2025-07-17
2025-07-18 07:00:00+00:00,19.8,46.7,440.0,113.0,3.1,8.6,61.0,2025-07-18
2025-07-19 07:00:00+00:00,17.5,38.2,440.0,121.0,3.8,8.0,59.0,2025-07-19
2025-07-20 07:00:00+00:00,15.5,31.1,440.0,124.0,2.8,6.7,65.0,2025-07-20
2025-07-21 07:00:00+00:00,17.7,35.4,440.0,135.0,3.9,7.9,66.0,2025-07-21
2025-07-22 07:00:00+00:00,16.4,29.8,440.0,126.0,3.9,8.3,68.0,2025-07-22
2025-07-23 07:00:00+00:00,16.8,33.4,440.0,124.0,5.2,5.9,58.0,2025-07-23
2025-07-24 07:00:00+00:00,14.7,29.3,440.0,125.0,3.2,6.0,64.0,2025-07-24
2025-07-25 07:00:00+00:00,14.8,29.2,440.0,120.0,4.0,4.9,59.0,2025-07-25
2025-07-26 07:00:00+00:00,17.6,39.5,439.0,118.0,2.5,4.8,66.0,2025-07-26
2025-07-27 07:00:00+00:00,16.4,34.6,439.0,113.0,2.6,4.3,59.0,2025-07-27
2025-07-28 07:00:00+00:00,14.5,25.9,439.0,119.0,2.6,4.3,61.0,2025-07-28
2025-07-29 07:00:00+00:00,13.0,24.1,439.0,110.0,2.7,4.4,56.0,2025-07-29
2025-07-30 07:00:00+00:00,14.8,31.3,439.0,115.0,2.6,4.2,58.0,2025-07-30
2025-07-31 07:00:00+00:00,17.3,35.4,439.0,116.0,2.1,5.0,63.0,2025-07-31
2025-08-01 07:00:00+00:00,17.9,39.3,439.0,118.0,3.0,6.1,62.0,2025-08-01
2025-08-02 07:00:00+00:00,18.6,38.5,439.0,114.0,2.8,7.8,68.0,2025-08-02
2025-08-03 07:00:00+00:00,15.4,35.3,439.0,125.0,3.6,7.4,63.0,2025-08-03
2025-08-04 07:00:00+00:00,16.3,35.2,439.0,124.0,4.2,9.8,66.0,2025-08-04
2025-08-05 07:00:00+00:00,22.3,50.6,440.0,138.0,3.2,11.5,79.0,2025-08-05
2025-08-06 07:00:00+00:00,27.0,60.1,439.0,140.0,4.4,20.0,91.0,2025-08-06
2025-08-07 07:00:00+00:00,32.0,69.8,439.0,150.0,4.7,23.7,90.0,2025-08-07
2025-08-08 07:00:00+00:00,32.4,82.9,440.0,166.0,4.5,15.0,69.0,2025-08-08
2025-08-09 07:00:00+00:00,24.0,57.2,441.0,179.0,3.7,11.8,70.0,2025-08-09
2025-08-10 07:00:00+00:00,19.6,47.4,440.0,137.0,3.2,8.7,65.0,2025-08-10
2025-08-11 07:00:00+00:00,19.4,42.6,439.0,124.0,2.7,7.6,64.0,2025-08-11
2025-08-12 07:00:00+00:00,18.8,36.8,440.0,131.0,3.2,8.7,60.0,2025-08-12
2025-08-13 07:00:00+00:00,15.0,25.4,440.0,130.0,3.8,7.5,52.0,2025-08-13
2025-08-14 07:00:00+00:00,12.4,21.2,440.0,155.0,3.8,5.6,52.0,2025-08-14
2025-08-15 07:00:00+00:00,11.6,19.9,440.0,131.0,4.5,7.3,55.0,2025-08-15
2025-08-16 07:00:00+00:00,14.3,30.5,440.0,138.0,5.7,6.7,45.0,2025-08-16
2025-08-17 07:00:00+00:00,5.9,7.5,440.0,134.0,3.4,4.1,51.0,2025-08-17
2025-08-18 07:00:00+00:00,13.6,28.2,440.0,128.0,4.2,4.6,58.0,2025-08-18
2025-08-19 07:00:00+00:00,8.6,11.3,440.0,123.0,3.4,3.3,59.0,2025-08-19
2025-08-20 07:00:00+00:00,16.5,32.7,439.0,126.0,3.6,3.5,55.0,2025-08-20
2025-08-21 07:00:00+00:00,19.7,39.1,439.0,114.0,1.8,4.3,54.0,2025-08-21
2025-08-22 07:00:00+00:00,13.5,22.2,439.0,117.0,2.4,4.7,51.0,2025-08-22
2025-08-23 07:00:00+00:00,13.3,22.3,439.0,111.0,2.4,4.3,53.0,2025-08-23
2025-08-24 07:00:00+00:00,12.4,19.3,439.0,106.0,2.2,4.1,57.0,2025-08-24
2025-08-25 07:00:00+00:00,11.2,18.5,439.0,121.0,3.0,4.2,51.0,2025-08-25
2025-08-26 07:00:00+00:00,15.7,34.5,440.0,117.0,3.8,6.6,52.0,2025-08-26
2025-08-27 07:00:00+00:00,23.9,49.5,440.0,126.0,6.3,15.4,61.0,2025-08-27
2025-08-28 07:00:00+00:00,29.2,77.1,440.0,133.0,4.0,15.1,79.0,2025-08-28
2025-08-29 07:00:00+00:00,20.8,47.3,440.0,148.0,9.6,13.1,50.0,2025-08-29
