time,pm2_5,pm10,carbon_dioxide,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,date
2022-08-04 07:00:00+00:00,31.0,51.3,,328.0,13.55,43.2,98.0,2022-08-04
2022-08-05 07:00:00+00:00,15.1,22.8,,154.0,5.6,14.2,59.0,2022-08-05
2022-08-06 07:00:00+00:00,17.5,26.9,,150.0,5.15,14.3,56.0,2022-08-06
2022-08-07 07:00:00+00:00,17.7,29.1,,150.0,4.35,11.4,65.0,2022-08-07
2022-08-08 07:00:00+00:00,23.6,38.4,,130.0,4.8,8.0,56.0,2022-08-08
2022-08-09 07:00:00+00:00,25.6,43.2,,107.0,2.45,4.75,55.0,2022-08-09
2022-08-10 07:00:00+00:00,26.6,48.8,,105.0,2.15,4.4,57.0,2022-08-10
2022-08-11 07:00:00+00:00,27.6,52.0,,111.0,2.5,4.0,50.0,2022-08-11
2022-08-12 07:00:00+00:00,22.1,39.9,,97.0,1.55,4.6,48.0,2022-08-12
2022-08-13 07:00:00+00:00,23.4,44.5,,100.0,1.5,4.85,57.0,2022-08-13
2022-08-14 07:00:00+00:00,22.7,42.7,,99.0,1.55,4.95,57.0,2022-08-14
2022-08-15 07:00:00+00:00,22.4,40.9,,87.0,2.5,5.55,44.0,2022-08-15
2022-08-16 07:00:00+00:00,24.2,44.4,,99.0,2.4,4.3,44.0,2022-08-16
2022-08-17 07:00:00+00:00,23.1,43.7,,105.0,2.0,5.5,45.0,2022-08-17
2022-08-18 07:00:00+00:00,26.7,54.2,,98.0,1.65,5.55,47.0,2022-08-18
2022-08-19 07:00:00+00:00,23.9,45.2,,104.0,2.3,6.0,46.0,2022-08-19
2022-08-20 07:00:00+00:00,19.7,34.8,,116.0,3.1,9.5,51.0,2022-08-20
2022-08-21 07:00:00+00:00,23.5,42.4,,111.0,3.4,9.65,47.0,2022-08-21
2022-08-22 07:00:00+00:00,23.1,44.2,,113.0,3.2,8.3,47.0,2022-08-22
2022-08-23 07:00:00+00:00,22.4,43.8,,117.0,3.1,8.35,48.0,2022-08-23
2022-08-24 07:00:00+00:00,22.1,41.6,,117.0,2.2,7.45,53.0,2022-08-24
2022-08-25 07:00:00+00:00,21.5,40.0,,118.0,2.3,7.85,56.0,2022-08-25
2022-08-26 07:00:00+00:00,20.0,38.3,,137.0,3.2,11.6,64.0,2022-08-26
2022-08-27 07:00:00+00:00,24.4,48.0,,166.0,4.5,16.5,75.0,2022-08-27
2022-08-28 07:00:00+00:00,33.2,59.8,,289.0,11.4,29.55,85.0,2022-08-28
2022-08-29 07:00:00+00:00,36.2,61.9,,347.0,15.05,42.0,103.0,2022-08-29
2022-08-30 07:00:00+00:00,31.1,59.8,,295.0,12.35,28.6,87.0,2022-08-30
2022-08-31 07:00:00+00:00,33.3,58.9,,351.0,18.1,37.6,80.0,2022-08-31
2022-09-01 07:00:00+00:00,42.5,63.1,,557.0,38.35,59.5,88.0,2022-09-01
2022-09-02 07:00:00+00:00,50.4,71.9,,625.0,26.85,74.55,187.0,2022-09-02
2022-09-03 07:00:00+00:00,30.7,47.8,,313.0,4.15,18.1,161.0,2022-09-03
2022-09-04 07:00:00+00:00,28.8,45.5,,271.0,11.1,28.15,85.0,2022-09-04
2022-09-05 07:00:00+00:00,21.9,36.1,,213.0,8.85,21.95,60.0,2022-09-05
2022-09-06 07:00:00+00:00,30.5,49.6,,267.0,11.8,30.6,79.0,2022-09-06
2022-09-07 07:00:00+00:00,27.8,45.2,,281.0,15.9,31.45,75.0,2022-09-07
2022-09-08 07:00:00+00:00,28.9,43.2,,406.0,22.5,35.0,103.0,2022-09-08
2022-09-09 07:00:00+00:00,43.8,62.6,,472.0,8.9,47.6,201.0,2022-09-09
2022-09-10 07:00:00+00:00,15.7,22.8,,182.0,2.9,7.55,98.0,2022-09-10
2022-09-11 07:00:00+00:00,13.6,19.6,,188.0,3.85,9.45,92.0,2022-09-11
2022-09-12 07:00:00+00:00,14.2,21.0,,248.0,5.7,10.45,100.0,2022-09-12
2022-09-13 07:00:00+00:00,17.3,29.0,,160.0,3.55,5.65,77.0,2022-09-13
2022-09-14 07:00:00+00:00,16.8,28.9,,119.0,2.0,5.5,57.0,2022-09-14
2022-09-15 07:00:00+00:00,19.6,33.2,,115.0,2.05,4.95,56.0,2022-09-15
2022-09-16 07:00:00+00:00,16.2,27.5,,127.0,2.95,6.55,56.0,2022-09-16
2022-09-17 07:00:00+00:00,20.4,33.2,,128.0,3.25,8.35,55.0,2022-09-17
2022-09-18 07:00:00+00:00,18.5,32.4,,140.0,2.8,10.4,73.0,2022-09-18
2022-09-19 07:00:00+00:00,29.3,53.8,,185.0,5.5,17.5,82.0,2022-09-19
2022-09-20 07:00:00+00:00,31.9,59.0,,241.0,9.0,22.95,87.0,2022-09-20
2022-09-21 07:00:00+00:00,29.2,49.1,,273.0,13.05,27.55,72.0,2022-09-21
2022-09-22 07:00:00+00:00,21.6,38.2,,144.0,5.5,12.5,57.0,2022-09-22
2022-09-23 07:00:00+00:00,15.5,28.1,,105.0,1.75,6.3,55.0,2022-09-23
2022-09-24 07:00:00+00:00,15.1,24.9,,113.0,2.35,7.95,64.0,2022-09-24
2022-09-25 07:00:00+00:00,17.6,28.8,,136.0,3.35,13.0,75.0,2022-09-25
2022-09-26 07:00:00+00:00,21.3,35.5,,173.0,5.25,19.35,81.0,2022-09-26
2022-09-27 07:00:00+00:00,25.7,42.0,,213.0,6.45,25.45,92.0,2022-09-27
2022-09-28 07:00:00+00:00,23.6,38.1,,224.0,6.2,26.5,94.0,2022-09-28
2022-09-29 07:00:00+00:00,30.4,48.7,,315.0,10.1,34.3,133.0,2022-09-29
2022-09-30 07:00:00+00:00,38.3,57.2,,441.0,16.85,44.45,164.0,2022-09-30
2022-10-01 07:00:00+00:00,29.6,47.3,,246.0,10.4,23.1,105.0,2022-10-01
2022-10-02 07:00:00+00:00,25.8,39.9,,283.0,13.1,31.75,86.0,2022-10-02
2022-10-03 07:00:00+00:00,35.3,56.3,,381.0,21.6,42.75,95.0,2022-10-03
2022-10-04 07:00:00+00:00,32.0,52.4,,325.0,15.75,33.7,103.0,2022-10-04
2022-10-05 07:00:00+00:00,34.8,54.9,,362.0,20.1,36.95,100.0,2022-10-05
2022-10-06 07:00:00+00:00,28.6,44.0,,300.0,16.8,30.0,83.0,2022-10-06
2022-10-07 07:00:00+00:00,27.2,43.7,,206.0,9.35,14.35,77.0,2022-10-07
2022-10-08 07:00:00+00:00,20.8,35.0,,150.0,4.4,12.25,83.0,2022-10-08
2022-10-09 07:00:00+00:00,14.8,22.5,,116.0,2.5,8.4,68.0,2022-10-09
2022-10-10 07:00:00+00:00,48.1,73.1,,473.0,16.6,72.1,166.0,2022-10-10
2022-10-11 07:00:00+00:00,33.1,49.1,,370.0,6.75,30.65,163.0,2022-10-11
2022-10-12 07:00:00+00:00,44.4,64.7,,543.0,34.75,58.2,101.0,2022-10-12
2022-10-13 07:00:00+00:00,62.4,89.9,,632.0,19.95,65.35,231.0,2022-10-13
2022-10-14 07:00:00+00:00,37.7,54.1,,326.0,7.7,19.05,133.0,2022-10-14
2022-10-15 07:00:00+00:00,54.7,78.5,,588.0,27.1,61.25,185.0,2022-10-15
2022-10-16 07:00:00+00:00,89.9,129.0,,937.0,58.6,94.95,201.0,2022-10-16
2022-10-17 07:00:00+00:00,34.3,49.1,,318.0,7.05,23.5,157.0,2022-10-17
2022-10-18 07:00:00+00:00,13.6,20.2,,198.0,3.15,6.55,98.0,2022-10-18
2022-10-19 07:00:00+00:00,12.7,18.7,,174.0,2.45,6.9,96.0,2022-10-19
2022-10-20 07:00:00+00:00,28.7,41.4,,291.0,5.9,23.25,146.0,2022-10-20
2022-10-21 07:00:00+00:00,64.3,92.0,,650.0,12.8,70.75,271.0,2022-10-21
2022-10-22 07:00:00+00:00,41.0,58.6,,436.0,11.6,31.6,175.0,2022-10-22
2022-10-23 07:00:00+00:00,61.9,89.4,,741.0,55.45,70.75,151.0,2022-10-23
2022-10-24 07:00:00+00:00,73.1,106.2,,804.0,57.85,88.45,166.0,2022-10-24
2022-10-25 07:00:00+00:00,76.1,112.7,,779.0,33.35,89.1,232.0,2022-10-25
2022-10-26 07:00:00+00:00,63.3,93.8,,709.0,41.95,73.55,193.0,2022-10-26
2022-10-27 07:00:00+00:00,89.9,129.9,,925.0,50.5,101.7,223.0,2022-10-27
2022-10-28 07:00:00+00:00,92.2,133.2,,947.0,58.65,88.65,198.0,2022-10-28
2022-10-29 07:00:00+00:00,94.1,135.5,,971.0,67.95,91.75,178.0,2022-10-29
2022-10-30 07:00:00+00:00,85.4,123.4,,882.0,65.4,80.8,170.0,2022-10-30
2022-10-31 07:00:00+00:00,115.0,166.7,,1067.0,82.7,83.55,197.0,2022-10-31
2022-11-01 07:00:00+00:00,90.8,131.3,,828.0,55.25,69.2,171.0,2022-11-01
2022-11-02 07:00:00+00:00,103.8,148.5,,1042.0,79.3,89.35,171.0,2022-11-02
2022-11-03 07:00:00+00:00,122.9,177.4,,1079.0,79.0,80.3,214.0,2022-11-03
2022-11-04 07:00:00+00:00,128.5,184.4,,945.0,66.05,55.9,224.0,2022-11-04
2022-11-05 07:00:00+00:00,110.8,159.7,,805.0,49.75,50.15,216.0,2022-11-05
2022-11-06 07:00:00+00:00,120.1,172.3,,794.0,50.1,53.85,211.0,2022-11-06
2022-11-07 07:00:00+00:00,129.9,188.1,,1421.0,113.75,110.5,189.0,2022-11-07
2022-11-08 07:00:00+00:00,124.3,180.7,,1303.0,98.5,110.6,210.0,2022-11-08
2022-11-09 07:00:00+00:00,119.0,171.8,,942.0,64.2,72.6,180.0,2022-11-09
2022-11-10 07:00:00+00:00,109.7,158.3,,1096.0,78.9,94.65,178.0,2022-11-10
2022-11-11 07:00:00+00:00,128.5,184.4,,1214.0,90.4,89.15,199.0,2022-11-11
2022-11-12 07:00:00+00:00,122.0,175.1,,1037.0,74.05,74.5,175.0,2022-11-12
2022-11-13 07:00:00+00:00,98.0,140.6,,765.0,40.4,48.55,176.0,2022-11-13
2022-11-14 07:00:00+00:00,111.3,159.3,,983.0,60.95,64.7,194.0,2022-11-14
2022-11-15 07:00:00+00:00,148.5,212.8,,1487.0,106.05,123.45,211.0,2022-11-15
2022-11-16 07:00:00+00:00,118.0,169.0,,1077.0,70.85,94.0,194.0,2022-11-16
2022-11-17 07:00:00+00:00,101.5,146.7,,993.0,71.7,85.4,155.0,2022-11-17
2022-11-18 07:00:00+00:00,68.0,99.0,,668.0,45.9,61.15,128.0,2022-11-18
2022-11-19 07:00:00+00:00,67.8,98.0,,486.0,25.9,42.5,136.0,2022-11-19
2022-11-20 07:00:00+00:00,58.7,84.3,,534.0,35.85,52.35,135.0,2022-11-20
2022-11-21 07:00:00+00:00,70.8,102.9,,705.0,47.75,68.25,143.0,2022-11-21
2022-11-22 07:00:00+00:00,92.4,134.1,,877.0,55.35,84.6,141.0,2022-11-22
2022-11-23 07:00:00+00:00,129.5,186.7,,882.0,46.1,69.5,201.0,2022-11-23
2022-11-24 07:00:00+00:00,144.4,207.7,,1173.0,65.5,90.6,214.0,2022-11-24
2022-11-25 07:00:00+00:00,199.3,285.9,,1278.0,62.05,86.55,280.0,2022-11-25
2022-11-26 07:00:00+00:00,250.5,360.4,,1745.0,75.5,132.5,368.0,2022-11-26
2022-11-27 07:00:00+00:00,187.7,271.0,,1695.0,68.95,209.75,369.0,2022-11-27
2022-11-28 07:00:00+00:00,103.6,149.0,,1094.0,75.4,107.65,161.0,2022-11-28
2022-11-29 07:00:00+00:00,101.3,145.3,,1154.0,72.45,122.5,164.0,2022-11-29
2022-11-30 07:00:00+00:00,136.0,194.6,,1270.0,90.05,96.65,200.0,2022-11-30
2022-12-01 07:00:00+00:00,89.9,129.0,,464.0,15.3,35.15,168.0,2022-12-01
2022-12-02 07:00:00+00:00,121.5,174.6,,1146.0,82.9,80.3,199.0,2022-12-02
2022-12-03 07:00:00+00:00,129.0,184.9,,1334.0,102.2,129.05,157.0,2022-12-03
2022-12-04 07:00:00+00:00,208.2,299.0,,1749.0,141.25,114.65,189.0,2022-12-04
2022-12-05 07:00:00+00:00,149.5,214.7,,1467.0,114.75,109.6,146.0,2022-12-05
2022-12-06 07:00:00+00:00,141.1,202.1,,1338.0,89.45,103.15,148.0,2022-12-06
2022-12-07 07:00:00+00:00,122.9,176.5,,1209.0,79.75,98.45,166.0,2022-12-07
2022-12-08 07:00:00+00:00,107.3,154.6,,876.0,56.6,79.65,135.0,2022-12-08
2022-12-09 07:00:00+00:00,51.6,74.0,,533.0,32.5,53.6,128.0,2022-12-09
2022-12-10 07:00:00+00:00,70.8,102.4,,812.0,63.25,69.25,121.0,2022-12-10
2022-12-11 07:00:00+00:00,123.9,177.9,,1401.0,112.2,111.0,144.0,2022-12-11
2022-12-12 07:00:00+00:00,108.7,156.5,,1099.0,67.6,108.65,178.0,2022-12-12
2022-12-13 07:00:00+00:00,65.7,94.5,,502.0,22.35,38.05,130.0,2022-12-13
2022-12-14 07:00:00+00:00,0.8,1.2,,59.0,0.0,0.85,25.0,2022-12-14
2022-12-15 07:00:00+00:00,0.8,1.2,,63.0,0.0,0.25,34.0,2022-12-15
2022-12-16 07:00:00+00:00,102.0,146.7,,888.0,54.65,58.6,198.0,2022-12-16
2022-12-17 07:00:00+00:00,127.1,182.5,,1144.0,70.0,102.75,206.0,2022-12-17
2022-12-18 07:00:00+00:00,125.3,179.3,,1037.0,63.9,92.65,194.0,2022-12-18
2022-12-19 07:00:00+00:00,75.2,107.3,,808.0,49.7,90.7,139.0,2022-12-19
2022-12-20 07:00:00+00:00,69.4,99.2,,664.0,34.55,80.3,139.0,2022-12-20
2022-12-21 07:00:00+00:00,84.8,121.5,,698.0,31.65,74.4,164.0,2022-12-21
2022-12-22 07:00:00+00:00,113.4,162.5,,1118.0,88.3,124.65,104.0,2022-12-22
2022-12-23 07:00:00+00:00,73.1,109.7,,919.0,65.1,119.65,102.0,2022-12-23
2022-12-24 07:00:00+00:00,57.4,83.1,,662.0,39.8,75.7,126.0,2022-12-24
2022-12-25 07:00:00+00:00,73.3,105.2,,780.0,42.65,84.3,142.0,2022-12-25
2022-12-26 07:00:00+00:00,85.4,125.7,,962.0,57.8,113.95,158.0,2022-12-26
2022-12-27 07:00:00+00:00,119.0,171.4,,1490.0,106.1,136.55,138.0,2022-12-27
2022-12-28 07:00:00+00:00,122.0,175.1,,1386.0,97.15,116.85,143.0,2022-12-28
2022-12-29 07:00:00+00:00,138.8,198.8,,1780.0,152.05,162.95,116.0,2022-12-29
2022-12-30 07:00:00+00:00,126.2,182.1,,1541.0,123.3,143.95,120.0,2022-12-30
2022-12-31 07:00:00+00:00,78.5,115.5,,913.0,58.15,91.3,137.0,2022-12-31
2023-01-01 07:00:00+00:00,70.3,103.1,,786.0,41.3,89.65,120.0,2023-01-01
2023-01-02 07:00:00+00:00,111.1,159.7,,1256.0,102.8,109.05,121.0,2023-01-02
2023-01-03 07:00:00+00:00,95.2,136.9,,1069.0,64.55,104.35,106.0,2023-01-03
2023-01-04 07:00:00+00:00,94.8,135.5,,993.0,56.4,114.4,130.0,2023-01-04
2023-01-05 07:00:00+00:00,116.6,166.7,,861.0,38.0,64.75,158.0,2023-01-05
2023-01-06 07:00:00+00:00,100.6,145.3,,733.0,31.6,45.1,156.0,2023-01-06
2023-01-07 07:00:00+00:00,135.5,195.1,,790.0,27.55,55.55,156.0,2023-01-07
2023-01-08 07:00:00+00:00,107.8,154.6,,795.0,33.2,62.45,157.0,2023-01-08
2023-01-09 07:00:00+00:00,73.3,105.2,,768.0,47.85,92.7,126.0,2023-01-09
2023-01-10 07:00:00+00:00,92.4,132.2,,1104.0,92.05,105.7,115.0,2023-01-10
2023-01-11 07:00:00+00:00,120.6,172.8,,1251.0,101.55,122.9,131.0,2023-01-11
2023-01-12 07:00:00+00:00,88.7,129.5,,951.0,64.3,105.95,126.0,2023-01-12
2023-01-13 07:00:00+00:00,37.0,65.7,,387.0,21.85,38.8,98.0,2023-01-13
2023-01-14 07:00:00+00:00,52.2,79.6,,603.0,34.6,82.75,105.0,2023-01-14
2023-01-15 07:00:00+00:00,68.7,99.9,,774.0,37.75,69.25,131.0,2023-01-15
2023-01-16 07:00:00+00:00,85.2,123.4,,922.0,35.6,112.0,164.0,2023-01-16
2023-01-17 07:00:00+00:00,99.2,143.4,,1142.0,56.55,127.35,147.0,2023-01-17
2023-01-18 07:00:00+00:00,143.9,206.8,,1769.0,134.95,165.45,162.0,2023-01-18
2023-01-19 07:00:00+00:00,148.1,215.1,,1529.0,92.75,179.55,169.0,2023-01-19
2023-01-20 07:00:00+00:00,107.6,156.9,,1298.0,95.05,123.65,168.0,2023-01-20
2023-01-21 07:00:00+00:00,104.8,151.3,,1032.0,47.6,118.0,189.0,2023-01-21
2023-01-22 07:00:00+00:00,75.7,111.5,,704.0,26.6,86.85,139.0,2023-01-22
2023-01-23 07:00:00+00:00,63.3,92.9,,632.0,23.8,74.2,140.0,2023-01-23
2023-01-24 07:00:00+00:00,73.6,109.2,,633.0,20.2,63.85,138.0,2023-01-24
2023-01-25 07:00:00+00:00,97.6,143.0,,761.0,19.25,63.0,158.0,2023-01-25
2023-01-26 07:00:00+00:00,79.4,115.5,,812.0,33.7,62.7,140.0,2023-01-26
2023-01-27 07:00:00+00:00,139.7,201.6,,892.0,51.8,55.95,207.0,2023-01-27
2023-01-28 07:00:00+00:00,147.1,213.7,,819.0,13.95,53.25,232.0,2023-01-28
2023-01-29 07:00:00+00:00,64.5,99.7,,419.0,7.15,21.65,142.0,2023-01-29
2023-01-30 07:00:00+00:00,70.5,107.3,,650.0,24.05,47.55,170.0,2023-01-30
2023-01-31 07:00:00+00:00,92.9,134.6,,805.0,37.5,63.9,154.0,2023-01-31
2023-02-01 07:00:00+00:00,112.0,161.6,,726.0,26.5,54.0,185.0,2023-02-01
2023-02-02 07:00:00+00:00,89.6,129.5,,555.0,19.65,43.9,174.0,2023-02-02
2023-02-03 07:00:00+00:00,133.6,191.9,,875.0,39.35,62.1,233.0,2023-02-03
2023-02-04 07:00:00+00:00,164.8,236.1,,1328.0,84.5,121.85,211.0,2023-02-04
2023-02-05 07:00:00+00:00,149.5,215.1,,1474.0,91.95,164.15,203.0,2023-02-05
2023-02-06 07:00:00+00:00,121.5,175.1,,1262.0,58.65,135.15,237.0,2023-02-06
2023-02-07 07:00:00+00:00,95.0,143.4,,972.0,52.1,116.2,171.0,2023-02-07
2023-02-08 07:00:00+00:00,121.1,176.0,,1148.0,71.7,114.7,177.0,2023-02-08
2023-02-09 07:00:00+00:00,210.9,302.7,,1684.0,130.6,104.7,284.0,2023-02-09
2023-02-10 07:00:00+00:00,135.0,195.1,,1433.0,94.6,147.4,168.0,2023-02-10
2023-02-11 07:00:00+00:00,77.8,114.6,,866.0,74.3,92.2,77.0,2023-02-11
2023-02-12 07:00:00+00:00,92.7,135.5,,845.0,52.3,84.3,160.0,2023-02-12
2023-02-13 07:00:00+00:00,101.0,145.3,,872.0,53.1,71.0,189.0,2023-02-13
2023-02-14 07:00:00+00:00,146.2,209.1,,937.0,49.8,70.7,240.0,2023-02-14
2023-02-15 07:00:00+00:00,171.8,245.9,,1280.0,79.5,108.7,226.0,2023-02-15
2023-02-16 07:00:00+00:00,131.8,189.1,,792.0,35.2,65.6,269.0,2023-02-16
2023-02-17 07:00:00+00:00,141.1,202.1,,991.0,46.3,79.1,334.0,2023-02-17
2023-02-18 07:00:00+00:00,118.7,170.0,,879.0,66.5,77.4,121.0,2023-02-18
2023-02-19 07:00:00+00:00,149.9,214.7,,936.0,42.8,66.3,291.0,2023-02-19
2023-02-20 07:00:00+00:00,88.7,131.3,,808.0,10.4,80.3,262.0,2023-02-20
2023-02-21 07:00:00+00:00,159.7,230.0,,1560.0,71.0,167.7,291.0,2023-02-21
2023-02-22 07:00:00+00:00,71.0,107.6,,817.0,49.5,89.2,154.0,2023-02-22
2023-02-23 07:00:00+00:00,87.1,127.1,,953.0,58.7,96.4,178.0,2023-02-23
2023-02-24 07:00:00+00:00,131.8,189.1,,1144.0,75.4,105.0,197.0,2023-02-24
2023-02-25 07:00:00+00:00,122.0,177.0,,1133.0,63.4,118.9,153.0,2023-02-25
2023-02-26 07:00:00+00:00,142.0,203.5,,1211.0,83.1,110.3,108.0,2023-02-26
2023-02-27 07:00:00+00:00,100.8,144.8,,1007.0,80.5,89.1,125.0,2023-02-27
2023-02-28 07:00:00+00:00,136.0,195.1,,1252.0,72.2,141.9,240.0,2023-02-28
2023-03-01 07:00:00+00:00,144.8,207.7,,1311.0,100.6,135.8,162.0,2023-03-01
2023-03-02 07:00:00+00:00,164.4,235.6,,1318.0,69.5,126.3,237.0,2023-03-02
2023-03-03 07:00:00+00:00,227.7,327.8,,1964.0,130.9,193.0,236.0,2023-03-03
2023-03-04 07:00:00+00:00,170.4,248.7,,1596.0,40.4,204.1,424.0,2023-03-04
2023-03-05 07:00:00+00:00,228.6,328.8,,2134.0,61.1,178.9,438.0,2023-03-05
2023-03-06 07:00:00+00:00,114.6,163.9,,679.0,27.8,50.3,212.0,2023-03-06
2023-03-07 07:00:00+00:00,76.8,110.4,,389.0,8.6,25.0,156.0,2023-03-07
2023-03-08 07:00:00+00:00,116.9,168.6,,1434.0,118.7,100.7,230.0,2023-03-08
2023-03-09 07:00:00+00:00,144.4,206.8,,1264.0,86.0,74.4,270.0,2023-03-09
2023-03-10 07:00:00+00:00,119.7,171.8,,1105.0,76.5,81.8,217.0,2023-03-10
2023-03-11 07:00:00+00:00,143.4,205.4,,1229.0,93.8,70.1,217.0,2023-03-11
2023-03-12 07:00:00+00:00,150.4,215.6,,1212.0,93.6,76.0,131.0,2023-03-12
2023-03-13 07:00:00+00:00,256.1,366.9,,1227.0,28.9,86.2,371.0,2023-03-13
2023-03-14 07:00:00+00:00,170.9,246.8,,946.0,16.6,69.7,295.0,2023-03-14
2023-03-15 07:00:00+00:00,122.5,177.0,,1313.0,88.6,142.4,161.0,2023-03-15
2023-03-16 07:00:00+00:00,46.8,71.2,,414.0,3.0,15.5,170.0,2023-03-16
2023-03-17 07:00:00+00:00,38.4,60.5,,361.0,6.5,25.0,153.0,2023-03-17
2023-03-18 07:00:00+00:00,88.9,130.4,,908.0,16.8,92.7,318.0,2023-03-18
2023-03-19 07:00:00+00:00,35.0,58.6,,316.0,8.1,36.5,125.0,2023-03-19
2023-03-20 07:00:00+00:00,28.0,55.3,,303.0,11.0,27.0,124.0,2023-03-20
2023-03-21 07:00:00+00:00,23.9,46.6,,190.0,3.1,12.1,99.0,2023-03-21
2023-03-22 07:00:00+00:00,27.3,51.3,,278.0,8.1,26.2,119.0,2023-03-22
2023-03-23 07:00:00+00:00,22.6,41.1,,240.0,6.9,18.7,98.0,2023-03-23
2023-03-24 07:00:00+00:00,29.7,51.8,,326.0,10.8,33.9,120.0,2023-03-24
2023-03-25 07:00:00+00:00,32.7,64.5,,340.0,12.6,31.3,168.0,2023-03-25
2023-03-26 07:00:00+00:00,29.1,62.4,,268.0,8.4,21.9,141.0,2023-03-26
2023-03-27 07:00:00+00:00,35.6,66.6,,339.0,9.6,32.5,166.0,2023-03-27
2023-03-28 07:00:00+00:00,45.1,78.9,,424.0,12.9,41.9,186.0,2023-03-28
2023-03-29 07:00:00+00:00,38.0,69.2,,336.0,7.8,29.8,163.0,2023-03-29
2023-03-30 07:00:00+00:00,19.8,39.5,,175.0,3.3,12.9,106.0,2023-03-30
2023-03-31 07:00:00+00:00,31.8,70.1,,279.0,11.7,27.1,84.0,2023-03-31
2023-04-01 07:00:00+00:00,44.1,78.2,,493.0,36.2,57.3,121.0,2023-04-01
2023-04-02 07:00:00+00:00,33.9,58.2,,365.0,15.2,35.5,135.0,2023-04-02
2023-04-03 07:00:00+00:00,28.9,50.6,,293.0,10.6,29.6,128.0,2023-04-03
2023-04-04 07:00:00+00:00,47.1,78.9,,526.0,25.5,60.4,164.0,2023-04-04
2023-04-05 07:00:00+00:00,42.4,77.8,,471.0,16.8,55.6,171.0,2023-04-05
2023-04-06 07:00:00+00:00,48.4,91.7,,466.0,19.7,45.5,164.0,2023-04-06
2023-04-07 07:00:00+00:00,78.9,129.0,,742.0,40.2,77.8,186.0,2023-04-07
2023-04-08 07:00:00+00:00,187.2,272.9,,1352.0,51.1,109.0,387.0,2023-04-08
2023-04-09 07:00:00+00:00,197.0,285.0,,1719.0,69.2,148.0,502.0,2023-04-09
2023-04-10 07:00:00+00:00,174.2,259.8,,1445.0,90.7,105.6,334.0,2023-04-10
2023-04-11 07:00:00+00:00,95.5,143.0,,938.0,52.9,90.6,246.0,2023-04-11
2023-04-12 07:00:00+00:00,92.9,137.4,,898.0,52.2,78.7,223.0,2023-04-12
2023-04-13 07:00:00+00:00,93.4,136.9,,961.0,61.5,82.2,205.0,2023-04-13
2023-04-14 07:00:00+00:00,69.8,107.3,,770.0,53.6,77.2,159.0,2023-04-14
2023-04-15 07:00:00+00:00,93.4,140.6,,983.0,67.6,102.8,206.0,2023-04-15
2023-04-16 07:00:00+00:00,47.8,81.3,,574.0,33.5,58.7,136.0,2023-04-16
2023-04-17 07:00:00+00:00,63.6,105.5,,689.0,39.2,69.2,154.0,2023-04-17
2023-04-18 07:00:00+00:00,104.3,158.8,,893.0,56.7,69.7,223.0,2023-04-18
2023-04-19 07:00:00+00:00,119.2,177.0,,1027.0,53.8,84.5,298.0,2023-04-19
2023-04-20 07:00:00+00:00,82.4,125.7,,771.0,40.6,81.3,232.0,2023-04-20
2023-04-21 07:00:00+00:00,46.7,83.4,,464.0,18.1,55.6,169.0,2023-04-21
2023-04-22 07:00:00+00:00,31.4,57.9,,327.0,7.8,33.7,151.0,2023-04-22
2023-04-23 07:00:00+00:00,31.1,58.1,,304.0,6.6,32.0,150.0,2023-04-23
2023-04-24 07:00:00+00:00,54.6,91.0,,519.0,14.7,68.9,207.0,2023-04-24
2023-04-25 07:00:00+00:00,35.5,64.7,,337.0,7.2,37.3,148.0,2023-04-25
2023-04-26 07:00:00+00:00,21.8,41.1,,174.0,2.2,7.8,96.0,2023-04-26
2023-04-27 07:00:00+00:00,40.0,71.7,,388.0,18.2,50.9,124.0,2023-04-27
2023-04-28 07:00:00+00:00,38.0,63.6,,404.0,14.3,44.3,150.0,2023-04-28
2023-04-29 07:00:00+00:00,33.1,55.1,,361.0,12.3,37.6,131.0,2023-04-29
2023-04-30 07:00:00+00:00,39.2,62.9,,390.0,11.9,49.4,155.0,2023-04-30
2023-05-01 07:00:00+00:00,22.6,45.6,,196.0,4.1,18.1,117.0,2023-05-01
2023-05-02 07:00:00+00:00,23.1,46.2,,195.0,4.3,16.2,102.0,2023-05-02
2023-05-03 07:00:00+00:00,27.5,47.6,,303.0,9.3,29.7,125.0,2023-05-03
2023-05-04 07:00:00+00:00,34.0,55.2,,339.0,11.0,36.1,145.0,2023-05-04
2023-05-05 07:00:00+00:00,38.5,62.9,,337.0,9.5,40.7,159.0,2023-05-05
2023-05-06 07:00:00+00:00,27.4,48.3,,245.0,6.5,20.9,117.0,2023-05-06
2023-05-07 07:00:00+00:00,28.1,48.4,,279.0,8.9,23.3,115.0,2023-05-07
2023-05-08 07:00:00+00:00,35.0,57.4,,330.0,20.0,37.5,75.0,2023-05-08
2023-05-09 07:00:00+00:00,27.0,45.1,,260.0,8.6,24.7,114.0,2023-05-09
2023-05-10 07:00:00+00:00,42.0,71.5,,472.0,20.8,58.9,128.0,2023-05-10
2023-05-11 07:00:00+00:00,33.8,56.2,,253.0,5.2,25.2,145.0,2023-05-11
2023-05-12 07:00:00+00:00,23.1,39.1,,169.0,2.5,9.5,96.0,2023-05-12
2023-05-13 07:00:00+00:00,18.5,29.2,,155.0,2.3,9.1,75.0,2023-05-13
